Écarté: OG0040645.fa (1 séquences, 1 espèces)
Écarté: OG0023108.fa (2 séquences, 2 espèces)
Écarté: OG0035201.fa (1 séquences, 1 espèces)
Écarté: OG0020237.fa (2 séquences, 2 espèces)
Écarté: OG0033058.fa (1 séquences, 1 espèces)
Écarté: OG0050507.fa (1 séquences, 1 espèces)
Écarté: OG0022127.fa (2 séquences, 1 espèces)
Écarté: OG0060367.fa (1 séquences, 1 espèces)
Écarté: OG0028597.fa (1 séquences, 1 espèces)
Écarté: OG0017270.fa (3 séquences, 2 espèces)
Écarté: OG0071732.fa (1 séquences, 1 espèces)
Écarté: OG0070737.fa (1 séquences, 1 espèces)
Écarté: OG0043234.fa (1 séquences, 1 espèces)
Écarté: OG0049088.fa (1 séquences, 1 espèces)
Écarté: OG0036312.fa (1 séquences, 1 espèces)
Écarté: OG0027945.fa (1 séquences, 1 espèces)
Écarté: OG0033714.fa (1 séquences, 1 espèces)
Écarté: OG0015397.fa (4 séquences, 1 espèces)
Écarté: OG0042930.fa (1 séquences, 1 espèces)
Écarté: OG0014031.fa (5 séquences, 2 espèces)
Écarté: OG0071855.fa (1 séquences, 1 espèces)
Écarté: OG0068977.fa (1 séquences, 1 espèces)
Écarté: OG0038183.fa (1 séquences, 1 espèces)
Écarté: OG0050369.fa (1 séquences, 1 espèces)
Écarté: OG0006673.fa (32 séquences, 16 espèces)
Écarté: OG0050081.fa (1 séquences, 1 espèces)
Écarté: OG0048870.fa (1 séquences, 1 espèces)
Écarté: OG0016930.fa (3 séquences, 1 espèces)
Écarté: OG0038827.fa (1 séquences, 1 espèces)
Écarté: OG0063423.fa (1 séquences, 1 espèces)
Écarté: OG0007650.fa (29 séquences, 14 espèces)
Écarté: OG0050375.fa (1 séquences, 1 espèces)
Écarté: OG0005626.fa (36 séquences, 17 espèces)
Écarté: OG0036297.fa (1 séquences, 1 espèces)
Écarté: OG0002665.fa (64 séquences, 2 espèces)
Écarté: OG0048992.fa (1 séquences, 1 espèces)
Écarté: OG0013694.fa (5 séquences, 1 espèces)
Écarté: OG0019436.fa (2 séquences, 1 espèces)
Écarté: OG0044695.fa (1 séquences, 1 espèces)
Écarté: OG0069677.fa (1 séquences, 1 espèces)
Écarté: OG0062094.fa (1 séquences, 1 espèces)
Écarté: OG0059094.fa (1 séquences, 1 espèces)
Écarté: OG0041896.fa (1 séquences, 1 espèces)
Écarté: OG0005818.fa (35 séquences, 17 espèces)
Écarté: OG0049097.fa (1 séquences, 1 espèces)
Écarté: OG0048612.fa (1 séquences, 1 espèces)
Écarté: OG0026380.fa (1 séquences, 1 espèces)
Écarté: OG0047385.fa (1 séquences, 1 espèces)
Écarté: OG0032006.fa (1 séquences, 1 espèces)
Écarté: OG0032489.fa (1 séquences, 1 espèces)
Écarté: OG0052001.fa (1 séquences, 1 espèces)
Écarté: OG0024396.fa (2 séquences, 1 espèces)
Écarté: OG0039985.fa (1 séquences, 1 espèces)
Écarté: OG0068309.fa (1 séquences, 1 espèces)
Écarté: OG0027682.fa (1 séquences, 1 espèces)
Écarté: OG0016985.fa (3 séquences, 3 espèces)
Écarté: OG0018681.fa (2 séquences, 1 espèces)
Écarté: OG0041399.fa (1 séquences, 1 espèces)
Écarté: OG0064048.fa (1 séquences, 1 espèces)
Écarté: OG0040276.fa (1 séquences, 1 espèces)
Écarté: OG0025245.fa (1 séquences, 1 espèces)
Écarté: OG0044330.fa (1 séquences, 1 espèces)
Écarté: OG0062762.fa (1 séquences, 1 espèces)
Écarté: OG0054911.fa (1 séquences, 1 espèces)
Écarté: OG0021604.fa (2 séquences, 2 espèces)
Écarté: OG0043815.fa (1 séquences, 1 espèces)
Écarté: OG0046114.fa (1 séquences, 1 espèces)
Écarté: OG0010187.fa (16 séquences, 6 espèces)
Écarté: OG0049883.fa (1 séquences, 1 espèces)
Écarté: OG0070523.fa (1 séquences, 1 espèces)
Écarté: OG0046258.fa (1 séquences, 1 espèces)
Écarté: OG0016871.fa (3 séquences, 3 espèces)
Écarté: OG0011701.fa (9 séquences, 2 espèces)
Écarté: OG0047679.fa (1 séquences, 1 espèces)
Écarté: OG0006969.fa (31 séquences, 15 espèces)
Écarté: OG0058775.fa (1 séquences, 1 espèces)
Écarté: OG0014098.fa (5 séquences, 1 espèces)
Écarté: OG0035857.fa (1 séquences, 1 espèces)
Écarté: OG0052406.fa (1 séquences, 1 espèces)
Écarté: OG0012508.fa (7 séquences, 4 espèces)
Écarté: OG0046336.fa (1 séquences, 1 espèces)
Écarté: OG0073557.fa (1 séquences, 1 espèces)
Écarté: OG0004126.fa (46 séquences, 17 espèces)
Écarté: OG0025088.fa (1 séquences, 1 espèces)
Écarté: OG0035526.fa (1 séquences, 1 espèces)
Écarté: OG0063957.fa (1 séquences, 1 espèces)
Écarté: OG0018572.fa (2 séquences, 1 espèces)
Écarté: OG0000524.fa (197 séquences, 17 espèces)
Écarté: OG0011835.fa (8 séquences, 4 espèces)
Écarté: OG0058183.fa (1 séquences, 1 espèces)
Écarté: OG0020449.fa (2 séquences, 2 espèces)
Écarté: OG0031970.fa (1 séquences, 1 espèces)
Écarté: OG0008030.fa (27 séquences, 16 espèces)
Écarté: OG0018725.fa (2 séquences, 2 espèces)
Écarté: OG0051043.fa (1 séquences, 1 espèces)
Écarté: OG0049759.fa (1 séquences, 1 espèces)
Écarté: OG0027772.fa (1 séquences, 1 espèces)
Écarté: OG0030752.fa (1 séquences, 1 espèces)
Écarté: OG0051222.fa (1 séquences, 1 espèces)
Écarté: OG0007587.fa (29 séquences, 15 espèces)
Écarté: OG0003357.fa (54 séquences, 17 espèces)
Écarté: OG0045337.fa (1 séquences, 1 espèces)
Écarté: OG0005346.fa (38 séquences, 1 espèces)
Écarté: OG0071987.fa (1 séquences, 1 espèces)
Écarté: OG0042183.fa (1 séquences, 1 espèces)
Écarté: OG0013904.fa (5 séquences, 3 espèces)
Écarté: OG0015523.fa (4 séquences, 1 espèces)
Écarté: OG0054617.fa (1 séquences, 1 espèces)
Écarté: OG0009690.fa (20 séquences, 15 espèces)
Écarté: OG0046915.fa (1 séquences, 1 espèces)
Écarté: OG0024446.fa (2 séquences, 1 espèces)
Écarté: OG0041594.fa (1 séquences, 1 espèces)
Écarté: OG0039817.fa (1 séquences, 1 espèces)
Écarté: OG0061623.fa (1 séquences, 1 espèces)
Écarté: OG0025652.fa (1 séquences, 1 espèces)
Écarté: OG0012362.fa (7 séquences, 5 espèces)
Écarté: OG0067952.fa (1 séquences, 1 espèces)
Écarté: OG0071457.fa (1 séquences, 1 espèces)
Écarté: OG0067508.fa (1 séquences, 1 espèces)
Écarté: OG0040811.fa (1 séquences, 1 espèces)
Écarté: OG0068066.fa (1 séquences, 1 espèces)
Écarté: OG0031703.fa (1 séquences, 1 espèces)
Écarté: OG0001804.fa (84 séquences, 16 espèces)
Écarté: OG0022737.fa (2 séquences, 1 espèces)
Écarté: OG0021231.fa (2 séquences, 1 espèces)
Écarté: OG0063641.fa (1 séquences, 1 espèces)
Écarté: OG0009497.fa (21 séquences, 15 espèces)
Écarté: OG0001759.fa (86 séquences, 17 espèces)
Écarté: OG0028035.fa (1 séquences, 1 espèces)
Écarté: OG0019507.fa (2 séquences, 1 espèces)
Écarté: OG0011142.fa (11 séquences, 4 espèces)
Écarté: OG0025007.fa (1 séquences, 1 espèces)
Écarté: OG0050534.fa (1 séquences, 1 espèces)
Écarté: OG0032130.fa (1 séquences, 1 espèces)
Écarté: OG0021121.fa (2 séquences, 1 espèces)
Écarté: OG0067507.fa (1 séquences, 1 espèces)
Écarté: OG0059780.fa (1 séquences, 1 espèces)
Écarté: OG0002985.fa (58 séquences, 12 espèces)
Écarté: OG0025882.fa (1 séquences, 1 espèces)
Écarté: OG0025726.fa (1 séquences, 1 espèces)
Écarté: OG0015653.fa (4 séquences, 2 espèces)
Écarté: OG0059305.fa (1 séquences, 1 espèces)
Écarté: OG0024838.fa (2 séquences, 1 espèces)
Écarté: OG0026533.fa (1 séquences, 1 espèces)
Écarté: OG0037206.fa (1 séquences, 1 espèces)
Écarté: OG0002502.fa (66 séquences, 16 espèces)
Écarté: OG0053092.fa (1 séquences, 1 espèces)
Écarté: OG0071624.fa (1 séquences, 1 espèces)
Écarté: OG0005154.fa (39 séquences, 1 espèces)
Écarté: OG0018831.fa (2 séquences, 1 espèces)
Écarté: OG0068446.fa (1 séquences, 1 espèces)
Écarté: OG0057494.fa (1 séquences, 1 espèces)
Écarté: OG0056349.fa (1 séquences, 1 espèces)
Écarté: OG0040617.fa (1 séquences, 1 espèces)
Écarté: OG0063182.fa (1 séquences, 1 espèces)
Écarté: OG0035326.fa (1 séquences, 1 espèces)
Écarté: OG0041118.fa (1 séquences, 1 espèces)
Écarté: OG0041824.fa (1 séquences, 1 espèces)
Écarté: OG0017037.fa (3 séquences, 1 espèces)
Écarté: OG0036518.fa (1 séquences, 1 espèces)
Écarté: OG0030156.fa (1 séquences, 1 espèces)
Écarté: OG0031545.fa (1 séquences, 1 espèces)
Écarté: OG0055185.fa (1 séquences, 1 espèces)
Écarté: OG0051807.fa (1 séquences, 1 espèces)
Écarté: OG0046036.fa (1 séquences, 1 espèces)
Écarté: OG0064808.fa (1 séquences, 1 espèces)
Écarté: OG0017548.fa (3 séquences, 1 espèces)
Écarté: OG0017130.fa (3 séquences, 3 espèces)
Écarté: OG0033139.fa (1 séquences, 1 espèces)
Écarté: OG0019772.fa (2 séquences, 1 espèces)
Écarté: OG0021201.fa (2 séquences, 2 espèces)
Écarté: OG0062695.fa (1 séquences, 1 espèces)
Écarté: OG0029834.fa (1 séquences, 1 espèces)
Écarté: OG0032148.fa (1 séquences, 1 espèces)
Écarté: OG0027489.fa (1 séquences, 1 espèces)
Écarté: OG0050325.fa (1 séquences, 1 espèces)
Écarté: OG0054730.fa (1 séquences, 1 espèces)
Écarté: OG0016925.fa (3 séquences, 1 espèces)
Écarté: OG0028451.fa (1 séquences, 1 espèces)
Écarté: OG0031434.fa (1 séquences, 1 espèces)
Écarté: OG0027004.fa (1 séquences, 1 espèces)
Écarté: OG0005408.fa (37 séquences, 16 espèces)
Écarté: OG0048155.fa (1 séquences, 1 espèces)
Écarté: OG0043888.fa (1 séquences, 1 espèces)
Écarté: OG0018433.fa (3 séquences, 1 espèces)
Écarté: OG0034133.fa (1 séquences, 1 espèces)
Écarté: OG0069157.fa (1 séquences, 1 espèces)
Écarté: OG0047923.fa (1 séquences, 1 espèces)
Écarté: OG0038282.fa (1 séquences, 1 espèces)
Écarté: OG0066182.fa (1 séquences, 1 espèces)
Écarté: OG0034286.fa (1 séquences, 1 espèces)
Écarté: OG0013470.fa (6 séquences, 1 espèces)
Écarté: OG0010838.fa (12 séquences, 1 espèces)
Écarté: OG0020126.fa (2 séquences, 2 espèces)
Écarté: OG0032239.fa (1 séquences, 1 espèces)
Écarté: OG0040883.fa (1 séquences, 1 espèces)
Écarté: OG0004314.fa (44 séquences, 17 espèces)
Écarté: OG0067205.fa (1 séquences, 1 espèces)
Écarté: OG0058019.fa (1 séquences, 1 espèces)
Écarté: OG0051907.fa (1 séquences, 1 espèces)
Écarté: OG0072092.fa (1 séquences, 1 espèces)
Écarté: OG0039785.fa (1 séquences, 1 espèces)
Écarté: OG0039633.fa (1 séquences, 1 espèces)
Écarté: OG0063734.fa (1 séquences, 1 espèces)
Écarté: OG0044961.fa (1 séquences, 1 espèces)
Écarté: OG0012305.fa (7 séquences, 7 espèces)
Écarté: OG0066678.fa (1 séquences, 1 espèces)
Écarté: OG0023667.fa (2 séquences, 1 espèces)
Écarté: OG0034888.fa (1 séquences, 1 espèces)
Écarté: OG0054255.fa (1 séquences, 1 espèces)
Écarté: OG0026228.fa (1 séquences, 1 espèces)
Écarté: OG0071769.fa (1 séquences, 1 espèces)
Écarté: OG0040184.fa (1 séquences, 1 espèces)
Écarté: OG0002348.fa (69 séquences, 16 espèces)
Écarté: OG0072150.fa (1 séquences, 1 espèces)
Écarté: OG0052085.fa (1 séquences, 1 espèces)
Écarté: OG0052556.fa (1 séquences, 1 espèces)
Écarté: OG0044747.fa (1 séquences, 1 espèces)
Écarté: OG0004609.fa (42 séquences, 17 espèces)
Écarté: OG0032317.fa (1 séquences, 1 espèces)
Écarté: OG0035232.fa (1 séquences, 1 espèces)
Écarté: OG0005439.fa (37 séquences, 17 espèces)
Écarté: OG0046583.fa (1 séquences, 1 espèces)
Écarté: OG0035547.fa (1 séquences, 1 espèces)
Écarté: OG0073415.fa (1 séquences, 1 espèces)
Écarté: OG0067639.fa (1 séquences, 1 espèces)
Écarté: OG0034419.fa (1 séquences, 1 espèces)
Écarté: OG0011680.fa (9 séquences, 4 espèces)
Écarté: OG0000065.fa (577 séquences, 17 espèces)
Écarté: OG0051005.fa (1 séquences, 1 espèces)
Écarté: OG0027378.fa (1 séquences, 1 espèces)
Écarté: OG0003747.fa (49 séquences, 17 espèces)
Écarté: OG0030486.fa (1 séquences, 1 espèces)
Écarté: OG0068490.fa (1 séquences, 1 espèces)
Écarté: OG0041060.fa (1 séquences, 1 espèces)
Écarté: OG0040170.fa (1 séquences, 1 espèces)
Écarté: OG0071688.fa (1 séquences, 1 espèces)
Écarté: OG0051377.fa (1 séquences, 1 espèces)
Écarté: OG0073062.fa (1 séquences, 1 espèces)
Écarté: OG0028184.fa (1 séquences, 1 espèces)
Écarté: OG0069298.fa (1 séquences, 1 espèces)
Écarté: OG0006625.fa (32 séquences, 16 espèces)
Écarté: OG0043722.fa (1 séquences, 1 espèces)
Écarté: OG0019227.fa (2 séquences, 2 espèces)
Écarté: OG0038167.fa (1 séquences, 1 espèces)
Écarté: OG0063209.fa (1 séquences, 1 espèces)
Écarté: OG0027377.fa (1 séquences, 1 espèces)
Écarté: OG0030019.fa (1 séquences, 1 espèces)
Écarté: OG0052005.fa (1 séquences, 1 espèces)
Écarté: OG0028155.fa (1 séquences, 1 espèces)
Écarté: OG0072734.fa (1 séquences, 1 espèces)
Écarté: OG0028159.fa (1 séquences, 1 espèces)
Écarté: OG0035490.fa (1 séquences, 1 espèces)
Écarté: OG0055851.fa (1 séquences, 1 espèces)
Écarté: OG0022794.fa (2 séquences, 1 espèces)
Écarté: OG0066611.fa (1 séquences, 1 espèces)
Écarté: OG0019535.fa (2 séquences, 1 espèces)
Écarté: OG0004403.fa (44 séquences, 17 espèces)
Écarté: OG0035640.fa (1 séquences, 1 espèces)
Écarté: OG0059675.fa (1 séquences, 1 espèces)
Écarté: OG0044853.fa (1 séquences, 1 espèces)
Écarté: OG0002859.fa (60 séquences, 16 espèces)
Écarté: OG0057415.fa (1 séquences, 1 espèces)
Écarté: OG0021779.fa (2 séquences, 1 espèces)
Écarté: OG0050806.fa (1 séquences, 1 espèces)
Écarté: OG0018438.fa (3 séquences, 1 espèces)
Écarté: OG0053653.fa (1 séquences, 1 espèces)
Écarté: OG0039223.fa (1 séquences, 1 espèces)
Écarté: OG0046127.fa (1 séquences, 1 espèces)
Écarté: OG0068610.fa (1 séquences, 1 espèces)
Écarté: OG0046512.fa (1 séquences, 1 espèces)
Écarté: OG0055290.fa (1 séquences, 1 espèces)
Écarté: OG0000989.fa (127 séquences, 17 espèces)
Écarté: OG0019519.fa (2 séquences, 1 espèces)
Écarté: OG0057312.fa (1 séquences, 1 espèces)
Écarté: OG0000585.fa (182 séquences, 17 espèces)
Écarté: OG0030943.fa (1 séquences, 1 espèces)
Écarté: OG0021780.fa (2 séquences, 1 espèces)
Écarté: OG0060425.fa (1 séquences, 1 espèces)
Écarté: OG0048249.fa (1 séquences, 1 espèces)
Écarté: OG0006764.fa (32 séquences, 3 espèces)
Écarté: OG0045933.fa (1 séquences, 1 espèces)
Écarté: OG0051902.fa (1 séquences, 1 espèces)
Écarté: OG0071114.fa (1 séquences, 1 espèces)
Écarté: OG0062144.fa (1 séquences, 1 espèces)
Écarté: OG0042962.fa (1 séquences, 1 espèces)
Écarté: OG0021630.fa (2 séquences, 1 espèces)
Écarté: OG0063675.fa (1 séquences, 1 espèces)
Écarté: OG0059968.fa (1 séquences, 1 espèces)
Écarté: OG0040065.fa (1 séquences, 1 espèces)
Écarté: OG0039832.fa (1 séquences, 1 espèces)
Écarté: OG0052795.fa (1 séquences, 1 espèces)
Écarté: OG0065055.fa (1 séquences, 1 espèces)
Écarté: OG0071250.fa (1 séquences, 1 espèces)
Écarté: OG0008459.fa (26 séquences, 16 espèces)
Écarté: OG0016001.fa (3 séquences, 1 espèces)
Écarté: OG0039824.fa (1 séquences, 1 espèces)
Retenu: OG0007580.fa (29 séquences, 17 espèces)
Écarté: OG0022437.fa (2 séquences, 1 espèces)
Retenu: OG0007805.fa (28 séquences, 17 espèces)
Écarté: OG0058151.fa (1 séquences, 1 espèces)
Écarté: OG0071570.fa (1 séquences, 1 espèces)
Écarté: OG0015240.fa (4 séquences, 3 espèces)
Écarté: OG0056604.fa (1 séquences, 1 espèces)
Écarté: OG0046597.fa (1 séquences, 1 espèces)
Écarté: OG0071180.fa (1 séquences, 1 espèces)
Écarté: OG0060700.fa (1 séquences, 1 espèces)
Écarté: OG0033857.fa (1 séquences, 1 espèces)
Écarté: OG0057170.fa (1 séquences, 1 espèces)
Écarté: OG0043367.fa (1 séquences, 1 espèces)
Écarté: OG0073361.fa (1 séquences, 1 espèces)
Écarté: OG0066645.fa (1 séquences, 1 espèces)
Écarté: OG0030979.fa (1 séquences, 1 espèces)
Écarté: OG0071495.fa (1 séquences, 1 espèces)
Écarté: OG0034645.fa (1 séquences, 1 espèces)
Écarté: OG0006658.fa (32 séquences, 17 espèces)
Écarté: OG0010639.fa (13 séquences, 1 espèces)
Écarté: OG0013248.fa (6 séquences, 3 espèces)
Écarté: OG0000619.fa (175 séquences, 17 espèces)
Écarté: OG0026563.fa (1 séquences, 1 espèces)
Écarté: OG0073516.fa (1 séquences, 1 espèces)
Écarté: OG0024559.fa (2 séquences, 1 espèces)
Écarté: OG0026359.fa (1 séquences, 1 espèces)
Écarté: OG0014024.fa (5 séquences, 3 espèces)
Écarté: OG0016348.fa (3 séquences, 2 espèces)
Écarté: OG0052092.fa (1 séquences, 1 espèces)
Écarté: OG0026866.fa (1 séquences, 1 espèces)
Écarté: OG0028268.fa (1 séquences, 1 espèces)
Écarté: OG0019744.fa (2 séquences, 1 espèces)
Écarté: OG0064279.fa (1 séquences, 1 espèces)
Écarté: OG0028819.fa (1 séquences, 1 espèces)
Écarté: OG0016155.fa (3 séquences, 1 espèces)
Écarté: OG0004008.fa (47 séquences, 17 espèces)
Écarté: OG0009505.fa (21 séquences, 12 espèces)
Écarté: OG0041205.fa (1 séquences, 1 espèces)
Écarté: OG0066209.fa (1 séquences, 1 espèces)
Écarté: OG0059960.fa (1 séquences, 1 espèces)
Écarté: OG0069240.fa (1 séquences, 1 espèces)
Écarté: OG0010514.fa (14 séquences, 1 espèces)
Écarté: OG0013460.fa (6 séquences, 1 espèces)
Écarté: OG0021852.fa (2 séquences, 2 espèces)
Écarté: OG0033871.fa (1 séquences, 1 espèces)
Écarté: OG0012586.fa (7 séquences, 4 espèces)
Écarté: OG0071445.fa (1 séquences, 1 espèces)
Écarté: OG0023354.fa (2 séquences, 1 espèces)
Écarté: OG0072217.fa (1 séquences, 1 espèces)
Écarté: OG0004410.fa (44 séquences, 16 espèces)
Écarté: OG0003700.fa (50 séquences, 17 espèces)
Écarté: OG0072194.fa (1 séquences, 1 espèces)
Écarté: OG0036754.fa (1 séquences, 1 espèces)
Écarté: OG0014924.fa (4 séquences, 2 espèces)
Écarté: OG0067659.fa (1 séquences, 1 espèces)
Écarté: OG0029848.fa (1 séquences, 1 espèces)
Écarté: OG0021333.fa (2 séquences, 1 espèces)
Écarté: OG0056863.fa (1 séquences, 1 espèces)
Écarté: OG0073430.fa (1 séquences, 1 espèces)
Écarté: OG0010729.fa (13 séquences, 1 espèces)
Écarté: OG0064179.fa (1 séquences, 1 espèces)
Écarté: OG0051576.fa (1 séquences, 1 espèces)
Écarté: OG0052130.fa (1 séquences, 1 espèces)
Écarté: OG0052435.fa (1 séquences, 1 espèces)
Écarté: OG0028382.fa (1 séquences, 1 espèces)
Écarté: OG0006726.fa (32 séquences, 16 espèces)
Écarté: OG0050938.fa (1 séquences, 1 espèces)
Écarté: OG0005675.fa (36 séquences, 16 espèces)
Écarté: OG0055967.fa (1 séquences, 1 espèces)
Écarté: OG0003523.fa (52 séquences, 17 espèces)
Écarté: OG0000562.fa (186 séquences, 16 espèces)
Écarté: OG0046221.fa (1 séquences, 1 espèces)
Écarté: OG0056256.fa (1 séquences, 1 espèces)
Écarté: OG0051358.fa (1 séquences, 1 espèces)
Écarté: OG0035816.fa (1 séquences, 1 espèces)
Écarté: OG0065161.fa (1 séquences, 1 espèces)
Écarté: OG0053970.fa (1 séquences, 1 espèces)
Écarté: OG0026283.fa (1 séquences, 1 espèces)
Écarté: OG0044072.fa (1 séquences, 1 espèces)
Écarté: OG0002596.fa (65 séquences, 16 espèces)
Écarté: OG0059105.fa (1 séquences, 1 espèces)
Écarté: OG0031240.fa (1 séquences, 1 espèces)
Écarté: OG0066999.fa (1 séquences, 1 espèces)
Écarté: OG0023245.fa (2 séquences, 2 espèces)
Écarté: OG0051079.fa (1 séquences, 1 espèces)
Écarté: OG0030282.fa (1 séquences, 1 espèces)
Écarté: OG0020375.fa (2 séquences, 2 espèces)
Écarté: OG0013142.fa (6 séquences, 4 espèces)
Écarté: OG0052058.fa (1 séquences, 1 espèces)
Écarté: OG0056291.fa (1 séquences, 1 espèces)
Écarté: OG0030965.fa (1 séquences, 1 espèces)
Écarté: OG0014252.fa (5 séquences, 3 espèces)
Écarté: OG0013250.fa (6 séquences, 2 espèces)
Écarté: OG0066873.fa (1 séquences, 1 espèces)
Écarté: OG0053269.fa (1 séquences, 1 espèces)
Écarté: OG0015712.fa (4 séquences, 1 espèces)
Écarté: OG0013723.fa (5 séquences, 3 espèces)
Écarté: OG0013951.fa (5 séquences, 2 espèces)
Écarté: OG0033986.fa (1 séquences, 1 espèces)
Écarté: OG0030410.fa (1 séquences, 1 espèces)
Écarté: OG0061021.fa (1 séquences, 1 espèces)
Écarté: OG0018799.fa (2 séquences, 1 espèces)
Écarté: OG0064337.fa (1 séquences, 1 espèces)
Écarté: OG0047727.fa (1 séquences, 1 espèces)
Écarté: OG0024854.fa (1 séquences, 1 espèces)
Écarté: OG0025718.fa (1 séquences, 1 espèces)
Écarté: OG0057633.fa (1 séquences, 1 espèces)
Écarté: OG0038304.fa (1 séquences, 1 espèces)
Écarté: OG0058572.fa (1 séquences, 1 espèces)
Écarté: OG0066900.fa (1 séquences, 1 espèces)
Écarté: OG0019994.fa (2 séquences, 2 espèces)
Écarté: OG0032558.fa (1 séquences, 1 espèces)
Écarté: OG0055088.fa (1 séquences, 1 espèces)
Écarté: OG0027452.fa (1 séquences, 1 espèces)
Écarté: OG0055907.fa (1 séquences, 1 espèces)
Écarté: OG0056774.fa (1 séquences, 1 espèces)
Écarté: OG0049730.fa (1 séquences, 1 espèces)
Écarté: OG0047262.fa (1 séquences, 1 espèces)
Écarté: OG0032042.fa (1 séquences, 1 espèces)
Écarté: OG0021668.fa (2 séquences, 2 espèces)
Écarté: OG0051590.fa (1 séquences, 1 espèces)
Écarté: OG0037931.fa (1 séquences, 1 espèces)
Écarté: OG0050494.fa (1 séquences, 1 espèces)
Écarté: OG0033035.fa (1 séquences, 1 espèces)
Écarté: OG0051512.fa (1 séquences, 1 espèces)
Écarté: OG0057209.fa (1 séquences, 1 espèces)
Écarté: OG0017035.fa (3 séquences, 1 espèces)
Écarté: OG0022661.fa (2 séquences, 2 espèces)
Écarté: OG0059563.fa (1 séquences, 1 espèces)
Écarté: OG0028496.fa (1 séquences, 1 espèces)
Écarté: OG0058271.fa (1 séquences, 1 espèces)
Écarté: OG0044572.fa (1 séquences, 1 espèces)
Écarté: OG0044058.fa (1 séquences, 1 espèces)
Écarté: OG0021789.fa (2 séquences, 1 espèces)
Écarté: OG0043440.fa (1 séquences, 1 espèces)
Écarté: OG0065676.fa (1 séquences, 1 espèces)
Écarté: OG0037913.fa (1 séquences, 1 espèces)
Écarté: OG0063079.fa (1 séquences, 1 espèces)
Écarté: OG0049161.fa (1 séquences, 1 espèces)
Écarté: OG0028651.fa (1 séquences, 1 espèces)
Écarté: OG0059329.fa (1 séquences, 1 espèces)
Écarté: OG0070636.fa (1 séquences, 1 espèces)
Écarté: OG0030759.fa (1 séquences, 1 espèces)
Écarté: OG0027194.fa (1 séquences, 1 espèces)
Écarté: OG0011839.fa (8 séquences, 3 espèces)
Écarté: OG0012248.fa (7 séquences, 2 espèces)
Écarté: OG0010552.fa (14 séquences, 2 espèces)
Écarté: OG0021713.fa (2 séquences, 2 espèces)
Écarté: OG0015468.fa (4 séquences, 1 espèces)
Écarté: OG0040408.fa (1 séquences, 1 espèces)
Écarté: OG0048812.fa (1 séquences, 1 espèces)
Écarté: OG0000243.fa (302 séquences, 16 espèces)
Écarté: OG0025539.fa (1 séquences, 1 espèces)
Écarté: OG0000474.fa (209 séquences, 17 espèces)
Écarté: OG0042554.fa (1 séquences, 1 espèces)
Écarté: OG0059734.fa (1 séquences, 1 espèces)
Écarté: OG0054851.fa (1 séquences, 1 espèces)
Écarté: OG0048140.fa (1 séquences, 1 espèces)
Écarté: OG0053120.fa (1 séquences, 1 espèces)
Écarté: OG0013428.fa (6 séquences, 2 espèces)
Écarté: OG0066754.fa (1 séquences, 1 espèces)
Écarté: OG0019794.fa (2 séquences, 1 espèces)
Écarté: OG0063534.fa (1 séquences, 1 espèces)
Écarté: OG0072252.fa (1 séquences, 1 espèces)
Écarté: OG0029060.fa (1 séquences, 1 espèces)
Écarté: OG0006790.fa (31 séquences, 14 espèces)
Écarté: OG0059972.fa (1 séquences, 1 espèces)
Écarté: OG0002680.fa (63 séquences, 17 espèces)
Écarté: OG0032031.fa (1 séquences, 1 espèces)
Écarté: OG0044466.fa (1 séquences, 1 espèces)
Écarté: OG0004561.fa (43 séquences, 3 espèces)
Écarté: OG0035103.fa (1 séquences, 1 espèces)
Écarté: OG0020843.fa (2 séquences, 1 espèces)
Écarté: OG0052225.fa (1 séquences, 1 espèces)
Écarté: OG0022488.fa (2 séquences, 1 espèces)
Écarté: OG0006181.fa (34 séquences, 17 espèces)
Écarté: OG0034466.fa (1 séquences, 1 espèces)
Écarté: OG0013363.fa (6 séquences, 3 espèces)
Écarté: OG0059283.fa (1 séquences, 1 espèces)
Écarté: OG0069755.fa (1 séquences, 1 espèces)
Écarté: OG0043300.fa (1 séquences, 1 espèces)
Écarté: OG0002498.fa (66 séquences, 17 espèces)
Écarté: OG0041284.fa (1 séquences, 1 espèces)
Écarté: OG0027929.fa (1 séquences, 1 espèces)
Écarté: OG0068575.fa (1 séquences, 1 espèces)
Écarté: OG0016357.fa (3 séquences, 2 espèces)
Écarté: OG0037369.fa (1 séquences, 1 espèces)
Écarté: OG0013042.fa (6 séquences, 1 espèces)
Écarté: OG0045560.fa (1 séquences, 1 espèces)
Écarté: OG0029067.fa (1 séquences, 1 espèces)
Écarté: OG0027722.fa (1 séquences, 1 espèces)
Écarté: OG0057015.fa (1 séquences, 1 espèces)
Écarté: OG0051521.fa (1 séquences, 1 espèces)
Écarté: OG0025140.fa (1 séquences, 1 espèces)
Écarté: OG0031131.fa (1 séquences, 1 espèces)
Écarté: OG0050502.fa (1 séquences, 1 espèces)
Écarté: OG0000527.fa (197 séquences, 17 espèces)
Écarté: OG0023470.fa (2 séquences, 2 espèces)
Écarté: OG0015978.fa (3 séquences, 1 espèces)
Écarté: OG0038810.fa (1 séquences, 1 espèces)
Écarté: OG0046005.fa (1 séquences, 1 espèces)
Écarté: OG0017375.fa (3 séquences, 1 espèces)
Écarté: OG0054074.fa (1 séquences, 1 espèces)
